Geographic Name,Race Origin,Income Level,Year,Measure Names,Measure Values
Clay County,  White alone not Hispanic or Latino,Median Household Income,2007-2011,Estimate,45756
Clay County,Hispanic or Latino origin,Median Household Income,2007-2011,Estimate,18056
Clay County,  Two or more races,Median Household Income,2007-2011,Estimate,76063
Clay County,  Some other race alone,Median Household Income,2007-2011,Estimate,6538
Clay County,  Asian alone,Median Household Income,2007-2011,Estimate,
Clay County,  American Indian and Alaska Native alone,Median Household Income,2007-2011,Estimate,
Clay County,  Black/African American alone,Median Household Income,2007-2011,Estimate,
Clay County,  White alone,Median Household Income,2007-2011,Estimate,45564
Clay County,Total,Median Household Income,2007-2011,Estimate,45462
Clay County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clay County,  White alone not Hispanic or Latino,Median Family Income,2017-2021,Margin of Error (+/-),8390
Clay County,Hispanic or Latino origin,Median Family Income,2017-2021,Margin of Error (+/-),37360
Clay County,  Two or more races,Median Family Income,2017-2021,Margin of Error (+/-),14990
Clay County,  Some other race alone,Median Family Income,2017-2021,Margin of Error (+/-),26719
Clay County,  Asian alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clay County,  American Indian and Alaska Native alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clay County,  Black/African American alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clay County,  White alone,Median Family Income,2017-2021,Margin of Error (+/-),8397
Clay County,Total,Median Family Income,2017-2021,Margin of Error (+/-),7284
Clay County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2017-2021,Estimate,
Clay County,  White alone not Hispanic or Latino,Median Family Income,2017-2021,Estimate,71861
Clay County,Hispanic or Latino origin,Median Family Income,2017-2021,Estimate,72216
Clay County,  Two or more races,Median Family Income,2017-2021,Estimate,19342
Clay County,  Some other race alone,Median Family Income,2017-2021,Estimate,71364
Clay County,  Asian alone,Median Family Income,2017-2021,Estimate,
Clay County,  American Indian and Alaska Native alone,Median Family Income,2017-2021,Estimate,
Clay County,  Black/African American alone,Median Family Income,2017-2021,Estimate,
Clay County,  White alone,Median Family Income,2017-2021,Estimate,71778
Clay County,Total,Median Family Income,2017-2021,Estimate,70989
Clay County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2012-2016,Margin of Error (+/-),
Clay County,  White alone not Hispanic or Latino,Median Family Income,2012-2016,Margin of Error (+/-),5847
Clay County,Hispanic or Latino origin,Median Family Income,2012-2016,Margin of Error (+/-),35480
Clay County,  Two or more races,Median Family Income,2012-2016,Margin of Error (+/-),
Clay County,  Some other race alone,Median Family Income,2012-2016,Margin of Error (+/-),
Clay County,  Asian alone,Median Family Income,2012-2016,Margin of Error (+/-),
Clay County,  American Indian and Alaska Native alone,Median Family Income,2012-2016,Margin of Error (+/-),
Clay County,  Black/African American alone,Median Family Income,2012-2016,Margin of Error (+/-),
Clay County,  White alone,Median Family Income,2012-2016,Margin of Error (+/-),5858
Clay County,Total,Median Family Income,2012-2016,Margin of Error (+/-),6312
Clay County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2012-2016,Estimate,
Clay County,  White alone not Hispanic or Latino,Median Family Income,2012-2016,Estimate,64842
Clay County,Hispanic or Latino origin,Median Family Income,2012-2016,Estimate,41154
Clay County,  Two or more races,Median Family Income,2012-2016,Estimate,
Clay County,  Some other race alone,Median Family Income,2012-2016,Estimate,
Clay County,  Asian alone,Median Family Income,2012-2016,Estimate,
Clay County,  American Indian and Alaska Native alone,Median Family Income,2012-2016,Estimate,
Clay County,  Black/African American alone,Median Family Income,2012-2016,Estimate,
Clay County,  White alone,Median Family Income,2012-2016,Estimate,64828
Clay County,Total,Median Family Income,2012-2016,Estimate,64569
Clay County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2007-2011,Margin of Error (+/-),
Clay County,  White alone not Hispanic or Latino,Median Family Income,2007-2011,Margin of Error (+/-),4808
Clay County,Hispanic or Latino origin,Median Family Income,2007-2011,Margin of Error (+/-),41982
Clay County,  Two or more races,Median Family Income,2007-2011,Margin of Error (+/-),
Clay County,  Some other race alone,Median Family Income,2007-2011,Margin of Error (+/-),
Clay County,  Asian alone,Median Family Income,2007-2011,Margin of Error (+/-),
Clay County,  American Indian and Alaska Native alone,Median Family Income,2007-2011,Margin of Error (+/-),
Clay County,  Black/African American alone,Median Family Income,2007-2011,Margin of Error (+/-),
Clay County,  White alone,Median Family Income,2007-2011,Margin of Error (+/-),4528
Clay County,Total,Median Family Income,2007-2011,Margin of Error (+/-),4646
Clay County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2007-2011,Estimate,
Clay County,  White alone not Hispanic or Latino,Median Family Income,2007-2011,Estimate,58495
Clay County,Hispanic or Latino origin,Median Family Income,2007-2011,Estimate,55417
Clay County,  Two or more races,Median Family Income,2007-2011,Estimate,
Clay County,  Some other race alone,Median Family Income,2007-2011,Estimate,
Clay County,  Asian alone,Median Family Income,2007-2011,Estimate,
Clay County,  American Indian and Alaska Native alone,Median Family Income,2007-2011,Estimate,
Clay County,  Black/African American alone,Median Family Income,2007-2011,Estimate,
Clay County,  White alone,Median Family Income,2007-2011,Estimate,57986
Clay County,Total,Median Family Income,2007-2011,Estimate,58287
Clay County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Clay County,  White alone not Hispanic or Latino,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3402
Clay County,Hispanic or Latino origin,Median Nonfamily Income,2017-2021,Margin of Error (+/-),16169
Clay County,  Two or more races,Median Nonfamily Income,2017-2021,Margin of Error (+/-),345
Clay County,  Some other race alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Clay County,  Asian alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Clay County,  American Indian and Alaska Native alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Clay County,  Black/African American alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Clay County,  White alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3312
Clay County,Total,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3210
Clay County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2017-2021,Estimate,
Clay County,  White alone not Hispanic or Latino,Median Nonfamily Income,2017-2021,Estimate,29224
Clay County,Hispanic or Latino origin,Median Nonfamily Income,2017-2021,Estimate,44667
Clay County,  Two or more races,Median Nonfamily Income,2017-2021,Estimate,43792
Clay County,  Some other race alone,Median Nonfamily Income,2017-2021,Estimate,
Clay County,  Asian alone,Median Nonfamily Income,2017-2021,Estimate,
Clay County,  American Indian and Alaska Native alone,Median Nonfamily Income,2017-2021,Estimate,
Clay County,  Black/African American alone,Median Nonfamily Income,2017-2021,Estimate,
Clay County,  White alone,Median Nonfamily Income,2017-2021,Estimate,29446
Clay County,Total,Median Nonfamily Income,2017-2021,Estimate,29980
Clay County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clay County,  White alone not Hispanic or Latino,Median Nonfamily Income,2012-2016,Margin of Error (+/-),5847
Clay County,Hispanic or Latino origin,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clay County,  Two or more races,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clay County,  Some other race alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clay County,  Asian alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clay County,  American Indian and Alaska Native alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clay County,  Black/African American alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clay County,  White alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),5761
Clay County,Total,Median Nonfamily Income,2012-2016,Margin of Error (+/-),5518
Clay County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2012-2016,Estimate,
Clay County,  White alone not Hispanic or Latino,Median Nonfamily Income,2012-2016,Estimate,27525
Clay County,Hispanic or Latino origin,Median Nonfamily Income,2012-2016,Estimate,
Clay County,  Two or more races,Median Nonfamily Income,2012-2016,Estimate,
Clay County,  Some other race alone,Median Nonfamily Income,2012-2016,Estimate,
Clay County,  Asian alone,Median Nonfamily Income,2012-2016,Estimate,
Clay County,  American Indian and Alaska Native alone,Median Nonfamily Income,2012-2016,Estimate,
Clay County,  Black/African American alone,Median Nonfamily Income,2012-2016,Estimate,
Clay County,  White alone,Median Nonfamily Income,2012-2016,Estimate,27360
Clay County,Total,Median Nonfamily Income,2012-2016,Estimate,26747
Clay County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Clay County,  White alone not Hispanic or Latino,Median Nonfamily Income,2007-2011,Margin of Error (+/-),3485
Clay County,Hispanic or Latino origin,Median Nonfamily Income,2007-2011,Margin of Error (+/-),6256
Clay County,  Two or more races,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Clay County,  Some other race alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Clay County,  Asian alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Clay County,  American Indian and Alaska Native alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Clay County,  Black/African American alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Clay County,  White alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),3449
Clay County,Total,Median Nonfamily Income,2007-2011,Margin of Error (+/-),3348
Clay County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2007-2011,Estimate,
Clay County,  White alone not Hispanic or Latino,Median Nonfamily Income,2007-2011,Estimate,24053
Clay County,Hispanic or Latino origin,Median Nonfamily Income,2007-2011,Estimate,6378
Clay County,  Two or more races,Median Nonfamily Income,2007-2011,Estimate,
Clay County,  Some other race alone,Median Nonfamily Income,2007-2011,Estimate,
Clay County,  Asian alone,Median Nonfamily Income,2007-2011,Estimate,
Clay County,  American Indian and Alaska Native alone,Median Nonfamily Income,2007-2011,Estimate,
Clay County,  Black/African American alone,Median Nonfamily Income,2007-2011,Estimate,
Clay County,  White alone,Median Nonfamily Income,2007-2011,Estimate,23714
Clay County,Total,Median Nonfamily Income,2007-2011,Estimate,23204
Clay County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2017-2021,Margin of Error (+/-),
Clay County,  White alone not Hispanic or Latino,Per Capita Income,2017-2021,Margin of Error (+/-),1820
Clay County,Hispanic or Latino origin,Per Capita Income,2017-2021,Margin of Error (+/-),3963
Clay County,  Two or more races,Per Capita Income,2017-2021,Margin of Error (+/-),4557
Clay County,  Some other race alone,Per Capita Income,2017-2021,Margin of Error (+/-),14412
Clay County,  Asian alone,Per Capita Income,2017-2021,Margin of Error (+/-),74545
Clay County,  American Indian and Alaska Native alone,Per Capita Income,2017-2021,Margin of Error (+/-),12270
Clay County,  Black/African American alone,Per Capita Income,2017-2021,Margin of Error (+/-),9739
Clay County,  White alone,Per Capita Income,2017-2021,Margin of Error (+/-),1793
Clay County,Total,Per Capita Income,2017-2021,Margin of Error (+/-),1750
Clay County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2017-2021,Estimate,
Clay County,  White alone not Hispanic or Latino,Per Capita Income,2017-2021,Estimate,31595
Clay County,Hispanic or Latino origin,Per Capita Income,2017-2021,Estimate,13633
Clay County,  Two or more races,Per Capita Income,2017-2021,Estimate,10245
Clay County,  Some other race alone,Per Capita Income,2017-2021,Estimate,27841
Clay County,  Asian alone,Per Capita Income,2017-2021,Estimate,84973
Clay County,  American Indian and Alaska Native alone,Per Capita Income,2017-2021,Estimate,28331
Clay County,  Black/African American alone,Per Capita Income,2017-2021,Estimate,22172
Clay County,  White alone,Per Capita Income,2017-2021,Estimate,31102
Clay County,Total,Per Capita Income,2017-2021,Estimate,30706
Clay County,  White alone not Hispanic or Latino,Per Capita Income,2012-2016,Margin of Error (+/-),2050
Clay County,Hispanic or Latino origin,Per Capita Income,2012-2016,Margin of Error (+/-),5570
Clay County,  Two or more races,Per Capita Income,2012-2016,Margin of Error (+/-),8420
Clay County,  Some other race alone,Per Capita Income,2012-2016,Margin of Error (+/-),4860
Clay County,  American Indian and Alaska Native alone,Per Capita Income,2012-2016,Margin of Error (+/-),17579
Clay County,  Black/African American alone,Per Capita Income,2012-2016,Margin of Error (+/-),16581
Clay County,  White alone,Per Capita Income,2012-2016,Margin of Error (+/-),1998
Clay County,Total,Per Capita Income,2012-2016,Margin of Error (+/-),1947
Clay County,  White alone not Hispanic or Latino,Per Capita Income,2012-2016,Estimate,28732
Clay County,Hispanic or Latino origin,Per Capita Income,2012-2016,Estimate,13932
Clay County,  Two or more races,Per Capita Income,2012-2016,Estimate,14459
Clay County,  Some other race alone,Per Capita Income,2012-2016,Estimate,9305
Clay County,  American Indian and Alaska Native alone,Per Capita Income,2012-2016,Estimate,12475
Clay County,  Black/African American alone,Per Capita Income,2012-2016,Estimate,17048
Clay County,  White alone,Per Capita Income,2012-2016,Estimate,28555
Clay County,Total,Per Capita Income,2012-2016,Estimate,27883
Clay County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2007-2011,Margin of Error (+/-),
Clay County,  White alone not Hispanic or Latino,Per Capita Income,2007-2011,Margin of Error (+/-),3437
Clay County,Hispanic or Latino origin,Per Capita Income,2007-2011,Margin of Error (+/-),4750
Clay County,  Two or more races,Per Capita Income,2007-2011,Margin of Error (+/-),7931
Clay County,  Some other race alone,Per Capita Income,2007-2011,Margin of Error (+/-),2934
Clay County,  Asian alone,Per Capita Income,2007-2011,Margin of Error (+/-),10088
Clay County,  American Indian and Alaska Native alone,Per Capita Income,2007-2011,Margin of Error (+/-),10741
Clay County,  Black/African American alone,Per Capita Income,2007-2011,Margin of Error (+/-),6083
Clay County,  White alone,Per Capita Income,2007-2011,Margin of Error (+/-),3352
Clay County,Total,Per Capita Income,2007-2011,Margin of Error (+/-),3254
Clay County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2007-2011,Estimate,
Clay County,  White alone not Hispanic or Latino,Per Capita Income,2007-2011,Estimate,27003
Clay County,Hispanic or Latino origin,Per Capita Income,2007-2011,Estimate,7480
Clay County,  Two or more races,Per Capita Income,2007-2011,Estimate,10086
Clay County,  Some other race alone,Per Capita Income,2007-2011,Estimate,10184
Clay County,  Asian alone,Per Capita Income,2007-2011,Estimate,38140
Clay County,  American Indian and Alaska Native alone,Per Capita Income,2007-2011,Estimate,14796
Clay County,  Black/African American alone,Per Capita Income,2007-2011,Estimate,14485
Clay County,  White alone,Per Capita Income,2007-2011,Estimate,26691
Clay County,Total,Per Capita Income,2007-2011,Estimate,26114
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2017-2021,Margin of Error (+/-),
Clayton County,  White alone not Hispanic or Latino,Median Household Income,2017-2021,Margin of Error (+/-),4465
Clayton County,Hispanic or Latino origin,Median Household Income,2017-2021,Margin of Error (+/-),19211
Clayton County,  Two or more races,Median Household Income,2017-2021,Margin of Error (+/-),
Clayton County,  Some other race alone,Median Household Income,2017-2021,Margin of Error (+/-),
Clayton County,  Asian alone,Median Household Income,2017-2021,Margin of Error (+/-),
Clayton County,  American Indian and Alaska Native alone,Median Household Income,2017-2021,Margin of Error (+/-),
Clayton County,  Black/African American alone,Median Household Income,2017-2021,Margin of Error (+/-),
Clayton County,  White alone,Median Household Income,2017-2021,Margin of Error (+/-),4446
Clayton County,Total,Median Household Income,2017-2021,Margin of Error (+/-),4135
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2017-2021,Estimate,
Clayton County,  White alone not Hispanic or Latino,Median Household Income,2017-2021,Estimate,58932
Clayton County,Hispanic or Latino origin,Median Household Income,2017-2021,Estimate,55125
Clayton County,  Two or more races,Median Household Income,2017-2021,Estimate,
Clayton County,  Some other race alone,Median Household Income,2017-2021,Estimate,
Clayton County,  Asian alone,Median Household Income,2017-2021,Estimate,
Clayton County,  American Indian and Alaska Native alone,Median Household Income,2017-2021,Estimate,
Clayton County,  Black/African American alone,Median Household Income,2017-2021,Estimate,
Clayton County,  White alone,Median Household Income,2017-2021,Estimate,58716
Clayton County,Total,Median Household Income,2017-2021,Estimate,58148
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2012-2016,Margin of Error (+/-),
Clayton County,  White alone not Hispanic or Latino,Median Household Income,2012-2016,Margin of Error (+/-),1635
Clayton County,Hispanic or Latino origin,Median Household Income,2012-2016,Margin of Error (+/-),17784
Clayton County,  Two or more races,Median Household Income,2012-2016,Margin of Error (+/-),26028
Clayton County,  Some other race alone,Median Household Income,2012-2016,Margin of Error (+/-),
Clayton County,  Asian alone,Median Household Income,2012-2016,Margin of Error (+/-),4751
Clayton County,  American Indian and Alaska Native alone,Median Household Income,2012-2016,Margin of Error (+/-),47724
Clayton County,  Black/African American alone,Median Household Income,2012-2016,Margin of Error (+/-),
Clayton County,  White alone,Median Household Income,2012-2016,Margin of Error (+/-),1671
Clayton County,Total,Median Household Income,2012-2016,Margin of Error (+/-),1686
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2012-2016,Estimate,
Clayton County,  White alone not Hispanic or Latino,Median Household Income,2012-2016,Estimate,48745
Clayton County,Hispanic or Latino origin,Median Household Income,2012-2016,Estimate,21979
Clayton County,  Two or more races,Median Household Income,2012-2016,Estimate,30809
Clayton County,  Some other race alone,Median Household Income,2012-2016,Estimate,
Clayton County,  Asian alone,Median Household Income,2012-2016,Estimate,51458
Clayton County,  American Indian and Alaska Native alone,Median Household Income,2012-2016,Estimate,53929
Clayton County,  Black/African American alone,Median Household Income,2012-2016,Estimate,
Clayton County,  White alone,Median Household Income,2012-2016,Estimate,48477
Clayton County,Total,Median Household Income,2012-2016,Estimate,48482
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2007-2011,Margin of Error (+/-),
Clayton County,  White alone not Hispanic or Latino,Median Household Income,2007-2011,Margin of Error (+/-),3429
Clayton County,Hispanic or Latino origin,Median Household Income,2007-2011,Margin of Error (+/-),32294
Clayton County,  Two or more races,Median Household Income,2007-2011,Margin of Error (+/-),59364
Clayton County,  Some other race alone,Median Household Income,2007-2011,Margin of Error (+/-),
Clayton County,  Asian alone,Median Household Income,2007-2011,Margin of Error (+/-),
Clayton County,  American Indian and Alaska Native alone,Median Household Income,2007-2011,Margin of Error (+/-),
Clayton County,  Black/African American alone,Median Household Income,2007-2011,Margin of Error (+/-),
Clayton County,  White alone,Median Household Income,2007-2011,Margin of Error (+/-),3312
Clayton County,Total,Median Household Income,2007-2011,Margin of Error (+/-),3268
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2007-2011,Estimate,
Clayton County,  White alone not Hispanic or Latino,Median Household Income,2007-2011,Estimate,46760
Clayton County,Hispanic or Latino origin,Median Household Income,2007-2011,Estimate,36250
Clayton County,  Two or more races,Median Household Income,2007-2011,Estimate,76875
Clayton County,  Some other race alone,Median Household Income,2007-2011,Estimate,
Clayton County,  Asian alone,Median Household Income,2007-2011,Estimate,
Clayton County,  American Indian and Alaska Native alone,Median Household Income,2007-2011,Estimate,
Clayton County,  Black/African American alone,Median Household Income,2007-2011,Estimate,
Clayton County,  White alone,Median Household Income,2007-2011,Estimate,46655
Clayton County,Total,Median Household Income,2007-2011,Estimate,46644
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clayton County,  White alone not Hispanic or Latino,Median Family Income,2017-2021,Margin of Error (+/-),3520
Clayton County,Hispanic or Latino origin,Median Family Income,2017-2021,Margin of Error (+/-),14772
Clayton County,  Two or more races,Median Family Income,2017-2021,Margin of Error (+/-),
Clayton County,  Some other race alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clayton County,  Asian alone,Median Family Income,2017-2021,Margin of Error (+/-),103951
Clayton County,  American Indian and Alaska Native alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clayton County,  Black/African American alone,Median Family Income,2017-2021,Margin of Error (+/-),
Clayton County,  White alone,Median Family Income,2017-2021,Margin of Error (+/-),3656
Clayton County,Total,Median Family Income,2017-2021,Margin of Error (+/-),3599
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2017-2021,Estimate,
Clayton County,  White alone not Hispanic or Latino,Median Family Income,2017-2021,Estimate,75690
Clayton County,Hispanic or Latino origin,Median Family Income,2017-2021,Estimate,53125
Clayton County,  Two or more races,Median Family Income,2017-2021,Estimate,
Clayton County,  Some other race alone,Median Family Income,2017-2021,Estimate,
Clayton County,  Asian alone,Median Family Income,2017-2021,Estimate,107500
Clayton County,  American Indian and Alaska Native alone,Median Family Income,2017-2021,Estimate,
Clayton County,  Black/African American alone,Median Family Income,2017-2021,Estimate,
Clayton County,  White alone,Median Family Income,2017-2021,Estimate,75429
Clayton County,Total,Median Family Income,2017-2021,Estimate,74931
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2012-2016,Margin of Error (+/-),
Clayton County,  White alone not Hispanic or Latino,Median Family Income,2012-2016,Margin of Error (+/-),2707
Clayton County,Hispanic or Latino origin,Median Family Income,2012-2016,Margin of Error (+/-),
Clayton County,  Two or more races,Median Family Income,2012-2016,Margin of Error (+/-),
Clayton County,  Some other race alone,Median Family Income,2012-2016,Margin of Error (+/-),
Clayton County,  Asian alone,Median Family Income,2012-2016,Margin of Error (+/-),
Clayton County,  American Indian and Alaska Native alone,Median Family Income,2012-2016,Margin of Error (+/-),44857
Clayton County,  Black/African American alone,Median Family Income,2012-2016,Margin of Error (+/-),
Clayton County,  White alone,Median Family Income,2012-2016,Margin of Error (+/-),2412
Clayton County,Total,Median Family Income,2012-2016,Margin of Error (+/-),2298
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2012-2016,Estimate,
Clayton County,  White alone not Hispanic or Latino,Median Family Income,2012-2016,Estimate,61917
Clayton County,Hispanic or Latino origin,Median Family Income,2012-2016,Estimate,
Clayton County,  Two or more races,Median Family Income,2012-2016,Estimate,
Clayton County,  Some other race alone,Median Family Income,2012-2016,Estimate,
Clayton County,  Asian alone,Median Family Income,2012-2016,Estimate,
Clayton County,  American Indian and Alaska Native alone,Median Family Income,2012-2016,Estimate,53929
Clayton County,  Black/African American alone,Median Family Income,2012-2016,Estimate,
Clayton County,  White alone,Median Family Income,2012-2016,Estimate,61539
Clayton County,Total,Median Family Income,2012-2016,Estimate,61412
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2007-2011,Margin of Error (+/-),
Clayton County,  White alone not Hispanic or Latino,Median Family Income,2007-2011,Margin of Error (+/-),2739
Clayton County,Hispanic or Latino origin,Median Family Income,2007-2011,Margin of Error (+/-),12433
Clayton County,  Two or more races,Median Family Income,2007-2011,Margin of Error (+/-),85130
Clayton County,  Some other race alone,Median Family Income,2007-2011,Margin of Error (+/-),
Clayton County,  Asian alone,Median Family Income,2007-2011,Margin of Error (+/-),
Clayton County,  American Indian and Alaska Native alone,Median Family Income,2007-2011,Margin of Error (+/-),
Clayton County,  Black/African American alone,Median Family Income,2007-2011,Margin of Error (+/-),
Clayton County,  White alone,Median Family Income,2007-2011,Margin of Error (+/-),2684
Clayton County,Total,Median Family Income,2007-2011,Margin of Error (+/-),2708
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2007-2011,Estimate,
Clayton County,  White alone not Hispanic or Latino,Median Family Income,2007-2011,Estimate,57572
Clayton County,Hispanic or Latino origin,Median Family Income,2007-2011,Estimate,24286
Clayton County,  Two or more races,Median Family Income,2007-2011,Estimate,76250
Clayton County,  Some other race alone,Median Family Income,2007-2011,Estimate,
Clayton County,  Asian alone,Median Family Income,2007-2011,Estimate,
Clayton County,  American Indian and Alaska Native alone,Median Family Income,2007-2011,Estimate,
Clayton County,  Black/African American alone,Median Family Income,2007-2011,Estimate,
Clayton County,  White alone,Median Family Income,2007-2011,Estimate,57321
Clayton County,Total,Median Family Income,2007-2011,Estimate,57303
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Clayton County,  White alone not Hispanic or Latino,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3128
Clayton County,Hispanic or Latino origin,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Clayton County,  Two or more races,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Clayton County,  Some other race alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Clayton County,  Asian alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Clayton County,  American Indian and Alaska Native alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Clayton County,  Black/African American alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Clayton County,  White alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3118
Clayton County,Total,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3200
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2017-2021,Estimate,
Clayton County,  White alone not Hispanic or Latino,Median Nonfamily Income,2017-2021,Estimate,35823
Clayton County,Hispanic or Latino origin,Median Nonfamily Income,2017-2021,Estimate,
Clayton County,  Two or more races,Median Nonfamily Income,2017-2021,Estimate,
Clayton County,  Some other race alone,Median Nonfamily Income,2017-2021,Estimate,
Clayton County,  Asian alone,Median Nonfamily Income,2017-2021,Estimate,
Clayton County,  American Indian and Alaska Native alone,Median Nonfamily Income,2017-2021,Estimate,
Clayton County,  Black/African American alone,Median Nonfamily Income,2017-2021,Estimate,
Clayton County,  White alone,Median Nonfamily Income,2017-2021,Estimate,35870
Clayton County,Total,Median Nonfamily Income,2017-2021,Estimate,35063
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clayton County,  White alone not Hispanic or Latino,Median Nonfamily Income,2012-2016,Margin of Error (+/-),1623
Clayton County,Hispanic or Latino origin,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clayton County,  Two or more races,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clayton County,  Some other race alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clayton County,  Asian alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),700
Clayton County,  American Indian and Alaska Native alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clayton County,  Black/African American alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Clayton County,  White alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),1663
Clayton County,Total,Median Nonfamily Income,2012-2016,Margin of Error (+/-),1729
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2012-2016,Estimate,
Clayton County,  White alone not Hispanic or Latino,Median Nonfamily Income,2012-2016,Estimate,28154
Clayton County,Hispanic or Latino origin,Median Nonfamily Income,2012-2016,Estimate,
Clayton County,  Two or more races,Median Nonfamily Income,2012-2016,Estimate,
Clayton County,  Some other race alone,Median Nonfamily Income,2012-2016,Estimate,
Clayton County,  Asian alone,Median Nonfamily Income,2012-2016,Estimate,51111
Clayton County,  American Indian and Alaska Native alone,Median Nonfamily Income,2012-2016,Estimate,
Clayton County,  Black/African American alone,Median Nonfamily Income,2012-2016,Estimate,
Clayton County,  White alone,Median Nonfamily Income,2012-2016,Estimate,27914
Clayton County,Total,Median Nonfamily Income,2012-2016,Estimate,27922
Clayton County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Clayton County,  White alone not Hispanic or Latino,Median Nonfamily Income,2007-2011,Margin of Error (+/-),1480
Clayton County,Hispanic or Latino origin,Median Nonfamily Income,2007-2011,Margin of Error (+/-),9809
Clayton County,  Two or more races,Median Nonfamily Income,2007-2011,Margin of Error (+/-),144113
